collected_at,location_name,congestion_status_raw,congestion_level_3class,label_num,hour,day_of_week,month,is_weekend,is_peak_hour,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3,target_1h,target_1h_num
2026-03-27 23:39:51,Children's Grand Park,여유,Low,0,23,Friday,3,0,0,0.0,1.0,1.0,0.6666666666666666,0.5773502691896258,Low,0.0
2026-03-28 02:40:01,Children's Grand Park,여유,Low,0,2,Saturday,3,1,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-03-28 04:54:17,Children's Grand Park,여유,Low,0,4,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-28 06:54:29,Children's Grand Park,여유,Low,0,6,Saturday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-28 08:47:58,Children's Grand Park,여유,Low,0,8,Saturday,3,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-28 14:15:13,Children's Grand Park,약간 붐빔,High,2,14,Saturday,3,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-28 16:52:08,Children's Grand Park,약간 붐빔,High,2,16,Saturday,3,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Medium,1.0
2026-03-28 18:55:48,Children's Grand Park,보통,Medium,1,18,Saturday,3,1,1,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-03-28 20:04:52,Children's Grand Park,여유,Low,0,20,Saturday,3,1,0,1.0,2.0,2.0,1.6666666666666667,0.5773502691896258,Low,0.0
2026-03-28 23:05:14,Children's Grand Park,여유,Low,0,23,Saturday,3,1,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-03-29 00:05:47,Children's Grand Park,여유,Low,0,0,Sunday,3,1,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-03-29 01:03:31,Children's Grand Park,여유,Low,0,1,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 02:51:00,Children's Grand Park,여유,Low,0,2,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 04:27:15,Children's Grand Park,여유,Low,0,4,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 05:03:35,Children's Grand Park,여유,Low,0,5,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 06:04:01,Children's Grand Park,여유,Low,0,6,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 08:04:04,Children's Grand Park,여유,Low,0,8,Sunday,3,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-29 09:02:36,Children's Grand Park,여유,Low,0,9,Sunday,3,1,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-29 14:56:40,Children's Grand Park,약간 붐빔,High,2,14,Sunday,3,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-29 17:04:19,Children's Grand Park,약간 붐빔,High,2,17,Sunday,3,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-29 19:00:18,Children's Grand Park,여유,Low,0,19,Sunday,3,1,1,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-03-29 20:44:53,Children's Grand Park,여유,Low,0,20,Sunday,3,1,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-03-29 23:04:31,Children's Grand Park,여유,Low,0,23,Sunday,3,1,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-30 00:49:55,Children's Grand Park,여유,Low,0,0,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 02:05:00,Children's Grand Park,여유,Low,0,2,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 03:03:49,Children's Grand Park,여유,Low,0,3,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 04:52:16,Children's Grand Park,여유,Low,0,4,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 06:03:05,Children's Grand Park,여유,Low,0,6,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 07:04:09,Children's Grand Park,여유,Low,0,7,Monday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 08:51:02,Children's Grand Park,여유,Low,0,8,Monday,3,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-03-30 15:18:00,Children's Grand Park,약간 붐빔,High,2,15,Monday,3,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-30 19:48:03,Children's Grand Park,여유,Low,0,19,Monday,3,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-30 23:53:58,Children's Grand Park,여유,Low,0,23,Monday,3,0,0,0.0,2.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-31 03:09:46,Children's Grand Park,여유,Low,0,3,Tuesday,3,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-03-31 05:08:48,Children's Grand Park,여유,Low,0,5,Tuesday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-31 07:07:05,Children's Grand Park,여유,Low,0,7,Tuesday,3,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-31 08:55:35,Children's Grand Park,여유,Low,0,8,Tuesday,3,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-03-31 15:00:00,Children's Grand Park,보통,Medium,1,15,Tuesday,3,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-03-31 18:48:48,Children's Grand Park,여유,Low,0,18,Tuesday,3,0,1,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-03-31 21:06:08,Children's Grand Park,여유,Low,0,21,Tuesday,3,0,0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-01 00:55:27,Children's Grand Park,여유,Low,0,0,Wednesday,4,0,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-01 04:41:09,Children's Grand Park,여유,Low,0,4,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-01 06:58:27,Children's Grand Park,여유,Low,0,6,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-01 08:53:21,Children's Grand Park,여유,Low,0,8,Wednesday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-01 15:14:09,Children's Grand Park,약간 붐빔,High,2,15,Wednesday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-01 19:16:30,Children's Grand Park,약간 붐빔,High,2,19,Wednesday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-01 23:52:37,Children's Grand Park,여유,Low,0,23,Wednesday,4,0,0,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-02 02:39:56,Children's Grand Park,여유,Low,0,2,Thursday,4,0,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-02 05:07:04,Children's Grand Park,여유,Low,0,5,Thursday,4,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-02 07:05:25,Children's Grand Park,여유,Low,0,7,Thursday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-02 08:52:51,Children's Grand Park,여유,Low,0,8,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-02 14:51:21,Children's Grand Park,약간 붐빔,High,2,14,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-04-02 18:40:26,Children's Grand Park,보통,Medium,1,18,Thursday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-02 21:04:06,Children's Grand Park,여유,Low,0,21,Thursday,4,0,0,1.0,2.0,0.0,1.0,1.0,Low,0.0
2026-04-03 00:40:38,Children's Grand Park,여유,Low,0,0,Friday,4,0,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-04-03 03:08:25,Children's Grand Park,여유,Low,0,3,Friday,4,0,0,0.0,0.0,1.0,0.3333333333333333,0.577350269189626,Low,0.0
2026-04-03 05:02:49,Children's Grand Park,여유,Low,0,5,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-03 06:56:47,Children's Grand Park,여유,Low,0,6,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-03 08:53:02,Children's Grand Park,여유,Low,0,8,Friday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-03 14:52:10,Children's Grand Park,약간 붐빔,High,2,14,Friday,4,0,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-03 17:36:30,Children's Grand Park,약간 붐빔,High,2,17,Friday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Medium,1.0
2026-04-03 20:07:40,Children's Grand Park,보통,Medium,1,20,Friday,4,0,0,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-03 23:09:07,Children's Grand Park,여유,Low,0,23,Friday,4,0,0,1.0,2.0,2.0,1.6666666666666667,0.5773502691896258,Low,0.0
2026-04-04 01:04:43,Children's Grand Park,여유,Low,0,1,Saturday,4,1,0,0.0,1.0,2.0,1.0,1.0,Low,0.0
2026-04-04 02:56:22,Children's Grand Park,여유,Low,0,2,Saturday,4,1,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-04 04:57:15,Children's Grand Park,여유,Low,0,4,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 06:53:06,Children's Grand Park,여유,Low,0,6,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 08:06:03,Children's Grand Park,여유,Low,0,8,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-04 09:04:06,Children's Grand Park,여유,Low,0,9,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-04 14:17:05,Children's Grand Park,약간 붐빔,High,2,14,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-04 16:55:46,Children's Grand Park,약간 붐빔,High,2,16,Saturday,4,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,High,2.0
2026-04-04 19:01:20,Children's Grand Park,약간 붐빔,High,2,19,Saturday,4,1,1,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-04 20:44:35,Children's Grand Park,여유,Low,0,20,Saturday,4,1,0,2.0,2.0,2.0,2.0,0.0,Low,0.0
2026-04-04 23:04:03,Children's Grand Park,여유,Low,0,23,Saturday,4,1,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-05 00:06:10,Children's Grand Park,여유,Low,0,0,Sunday,4,1,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-05 01:02:54,Children's Grand Park,여유,Low,0,1,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 02:51:37,Children's Grand Park,여유,Low,0,2,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 04:45:18,Children's Grand Park,여유,Low,0,4,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 06:02:51,Children's Grand Park,여유,Low,0,6,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 08:05:13,Children's Grand Park,여유,Low,0,8,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-05 09:03:09,Children's Grand Park,여유,Low,0,9,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-05 14:58:16,Children's Grand Park,약간 붐빔,High,2,14,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-05 17:06:12,Children's Grand Park,약간 붐빔,High,2,17,Sunday,4,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,High,2.0
2026-04-05 19:04:06,Children's Grand Park,약간 붐빔,High,2,19,Sunday,4,1,1,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-05 20:47:02,Children's Grand Park,여유,Low,0,20,Sunday,4,1,0,2.0,2.0,2.0,2.0,0.0,Low,0.0
2026-04-05 23:04:40,Children's Grand Park,여유,Low,0,23,Sunday,4,1,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-06 00:50:36,Children's Grand Park,여유,Low,0,0,Monday,4,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-06 02:19:23,Children's Grand Park,여유,Low,0,2,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 04:25:12,Children's Grand Park,여유,Low,0,4,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 06:02:20,Children's Grand Park,여유,Low,0,6,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 07:01:14,Children's Grand Park,여유,Low,0,7,Monday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 08:52:52,Children's Grand Park,여유,Low,0,8,Monday,4,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-04-06 15:18:55,Children's Grand Park,보통,Medium,1,15,Monday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-06 19:37:09,Children's Grand Park,여유,Low,0,19,Monday,4,0,1,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-06 23:16:09,Children's Grand Park,여유,Low,0,23,Monday,4,0,0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-07 02:11:55,Children's Grand Park,여유,Low,0,2,Tuesday,4,0,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-07 04:58:22,Children's Grand Park,여유,Low,0,4,Tuesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-07 06:55:10,Children's Grand Park,여유,Low,0,6,Tuesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-07 08:54:58,Children's Grand Park,여유,Low,0,8,Tuesday,4,0,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-04-07 15:06:59,Children's Grand Park,보통,Medium,1,15,Tuesday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-07 18:55:19,Children's Grand Park,여유,Low,0,18,Tuesday,4,0,1,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-07 21:11:21,Children's Grand Park,여유,Low,0,21,Tuesday,4,0,0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-08 01:18:54,Children's Grand Park,여유,Low,0,1,Wednesday,4,0,0,0.0,0.0,1.0,0.3333333333333333,0.5773502691896258,Low,0.0
2026-04-08 04:46:26,Children's Grand Park,여유,Low,0,4,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-08 07:02:11,Children's Grand Park,여유,Low,0,7,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-08 09:01:15,Children's Grand Park,여유,Low,0,9,Wednesday,4,0,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-08 15:08:42,Children's Grand Park,약간 붐빔,High,2,15,Wednesday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-08 18:55:22,Children's Grand Park,여유,Low,0,18,Wednesday,4,0,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-08 23:55:29,Children's Grand Park,여유,Low,0,23,Wednesday,4,0,0,0.0,2.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-09 04:48:28,Children's Grand Park,여유,Low,0,4,Thursday,4,0,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-09 07:05:49,Children's Grand Park,여유,Low,0,7,Thursday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-09 08:56:15,Children's Grand Park,여유,Low,0,8,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-09 15:09:11,Children's Grand Park,여유,Low,0,15,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-09 19:42:29,Children's Grand Park,여유,Low,0,19,Thursday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 01:07:14,Children's Grand Park,여유,Low,0,1,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 04:55:16,Children's Grand Park,여유,Low,0,4,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 07:09:03,Children's Grand Park,여유,Low,0,7,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 09:05:30,Children's Grand Park,여유,Low,0,9,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 15:22:13,Children's Grand Park,여유,Low,0,15,Friday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 19:17:47,Children's Grand Park,여유,Low,0,19,Friday,4,0,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-10 23:32:56,Children's Grand Park,여유,Low,0,23,Friday,4,0,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-11 02:36:09,Children's Grand Park,여유,Low,0,2,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-11 04:56:19,Children's Grand Park,여유,Low,0,4,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-11 07:03:20,Children's Grand Park,여유,Low,0,7,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-11 08:55:33,Children's Grand Park,여유,Low,0,8,Saturday,4,1,1,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-11 11:22:49,Children's Grand Park,여유,Low,0,11,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-11 13:38:51,Children's Grand Park,약간 붐빔,High,2,13,Saturday,4,1,0,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-11 14:39:35,Children's Grand Park,약간 붐빔,High,2,14,Saturday,4,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,High,2.0
2026-04-11 17:01:44,Children's Grand Park,약간 붐빔,High,2,17,Saturday,4,1,1,2.0,2.0,0.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-11 19:05:28,Children's Grand Park,여유,Low,0,19,Saturday,4,1,1,2.0,2.0,2.0,2.0,0.0,Low,0.0
2026-04-11 20:46:56,Children's Grand Park,여유,Low,0,20,Saturday,4,1,0,0.0,2.0,2.0,1.3333333333333333,1.1547005383792517,Low,0.0
2026-04-11 23:06:12,Children's Grand Park,여유,Low,0,23,Saturday,4,1,0,0.0,0.0,2.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-12 00:50:47,Children's Grand Park,여유,Low,0,0,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-12 02:21:08,Children's Grand Park,여유,Low,0,2,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-12 04:26:15,Children's Grand Park,여유,Low,0,4,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-12 06:03:00,Children's Grand Park,여유,Low,0,6,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-12 07:02:09,Children's Grand Park,여유,Low,0,7,Sunday,4,1,0,0.0,0.0,0.0,0.0,0.0,Low,0.0
2026-04-12 08:54:30,Children's Grand Park,여유,Low,0,8,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,High,2.0
2026-04-12 15:13:19,Children's Grand Park,약간 붐빔,High,2,15,Sunday,4,1,1,0.0,0.0,0.0,0.0,0.0,Medium,1.0
2026-04-12 18:08:57,Children's Grand Park,보통,Medium,1,18,Sunday,4,1,1,2.0,0.0,0.0,0.6666666666666666,1.1547005383792517,Low,0.0
2026-04-12 20:22:25,Children's Grand Park,여유,Low,0,20,Sunday,4,1,0,1.0,2.0,0.0,1.0,1.0,Low,0.0
